route_key	major	minor	n_events	n_blocks	min_loss	blocks
7_6.21178	7	6	11	1	1	2+2/1
7_6.21179	7	6	11	1	1	2+2/1
7_6.2118	7	6	11	1	0	1+2/0
7_6.21180	7	6	11	1	1	2+2/1
7_6.21181	7	6	11	1	1	2+2/1
7_6.21182	7	6	11	1	1	2+2/1
7_6.21183	7	6	11	1	1	2+2/1
7_6.21184	7	6	11	1	1	2+2/1
7_6.21185	7	6	11	1	1	2+2/1
7_6.21186	7	6	11	1	1	2+2/1
7_6.21187	7	6	11	1	1	2+2/1
7_6.21188	7	6	11	1	1	2+2/1
7_6.21189	7	6	11	1	1	2+2/1
7_6.2119	7	6	11	2	0	1+2/0;5+5/1
7_6.21190	7	6	11	1	1	2+2/1
7_6.21191	7	6	11	1	1	2+2/1
7_6.21192	7	6	11	1	1	2+2/1
7_6.21193	7	6	11	1	1	2+2/1
7_6.21194	7	6	11	1	1	2+2/1
7_6.21195	7	6	11	1	1	2+2/1
7_6.21196	7	6	11	1	1	2+2/1
7_6.21197	7	6	11	1	1	2+2/1
7_6.21198	7	6	11	1	1	2+2/1
7_6.21199	7	6	11	1	1	2+2/1
7_6.212	7	6	11	2	1	2+2/1;3+3/1
7_6.2120	7	6	11	1	0	1+2/0
7_6.21200	7	6	11	1	1	2+2/1
7_6.21201	7	6	11	1	1	2+2/1
7_6.21202	7	6	11	1	1	2+2/1
7_6.21203	7	6	11	1	1	2+2/1
7_6.21204	7	6	11	1	1	2+2/1
7_6.21205	7	6	11	1	1	2+2/1
7_6.21206	7	6	11	1	1	2+2/1
7_6.21207	7	6	11	1	1	2+2/1
7_6.21208	7	6	11	1	1	2+2/1
7_6.21209	7	6	11	1	1	2+2/1
7_6.2121	7	6	11	1	0	1+2/0
7_6.21210	7	6	11	1	1	2+2/1
7_6.21211	7	6	11	1	1	2+2/1
7_6.21212	7	6	11	1	1	2+2/1
7_6.21213	7	6	11	1	1	2+2/1
7_6.21214	7	6	11	1	1	2+2/1
7_6.21215	7	6	11	1	1	2+2/1
7_6.21216	7	6	11	1	1	2+2/1
7_6.21217	7	6	11	1	0	1+2/0
7_6.21218	7	6	11	1	0	1+2/0
7_6.21219	7	6	11	1	0	1+2/0
7_6.2122	7	6	11	1	0	1+2/0
7_6.21220	7	6	11	1	0	1+2/0
7_6.21221	7	6	11	1	0	1+2/0
7_6.21222	7	6	11	1	0	1+2/0
7_6.21223	7	6	11	1	0	1+2/0
7_6.21224	7	6	11	1	0	1+2/0
7_6.21225	7	6	11	1	0	1+2/0
7_6.21226	7	6	11	1	0	1+2/0
7_6.21227	7	6	11	1	0	1+2/0
7_6.21228	7	6	11	1	0	1+2/0
7_6.21229	7	6	11	1	0	1+2/0
7_6.2123	7	6	11	2	0	1+2/0;3+3/1
7_6.21230	7	6	11	1	0	1+2/0
7_6.21231	7	6	11	1	0	1+2/0
7_6.21232	7	6	11	1	0	1+2/0
7_6.21233	7	6	11	1	0	1+2/0
7_6.21234	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21235	7	6	11	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
7_6.21236	7	6	11	2	0	1+2/0;3+3/1
7_6.21237	7	6	11	2	0	1+2/0;3+3/1
7_6.21238	7	6	11	1	0	1+2/0
7_6.21239	7	6	11	2	0	1+2/0;3+3/1
7_6.2124	7	6	11	2	0	1+2/0;3+3/1
7_6.21240	7	6	11	2	0	1+2/0;3+3/1
7_6.21241	7	6	11	1	0	1+2/0
7_6.21242	7	6	11	1	0	1+2/0
7_6.21243	7	6	11	1	0	1+2/0
7_6.21244	7	6	11	1	0	1+2/0
7_6.21245	7	6	11	0	-1	
7_6.21246	7	6	11	0	-1	
7_6.21247	7	6	11	0	-1	
7_6.21248	7	6	11	0	-1	
7_6.21249	7	6	11	2	0	2+2/1;2+3/0
7_6.2125	7	6	11	1	0	1+2/0
7_6.21250	7	6	11	2	0	2+2/1;2+3/0
7_6.21251	7	6	11	0	-1	
7_6.21252	7	6	11	2	0	2+2/1;2+3/0
7_6.21253	7	6	11	2	0	2+2/1;2+3/0
7_6.21254	7	6	11	2	0	2+2/1;2+3/0
7_6.21255	7	6	11	0	-1	
7_6.21256	7	6	11	0	-1	
7_6.21257	7	6	11	0	-1	
7_6.21258	7	6	11	2	0	2+2/1;2+3/0
7_6.21259	7	6	11	2	0	2+2/1;2+3/0
7_6.2126	7	6	11	1	0	1+2/0
7_6.21260	7	6	11	0	-1	
7_6.21261	7	6	11	0	-1	
7_6.21262	7	6	11	0	-1	
7_6.21263	7	6	11	2	0	2+2/1;2+3/0
7_6.21264	7	6	11	2	0	2+2/1;2+3/0
7_6.21265	7	6	11	0	-1	
7_6.21266	7	6	11	0	-1	
7_6.21267	7	6	11	0	-1	
7_6.21268	7	6	11	2	0	2+2/1;2+3/0
7_6.21269	7	6	11	2	0	2+2/1;2+3/0
7_6.2127	7	6	11	1	0	1+2/0
7_6.21270	7	6	11	0	-1	
7_6.21271	7	6	11	0	-1	
7_6.21272	7	6	11	0	-1	
7_6.21273	7	6	11	2	0	2+2/1;2+3/0
7_6.21274	7	6	11	2	0	2+2/1;2+3/0
7_6.21275	7	6	11	0	-1	
7_6.21276	7	6	11	0	-1	
7_6.21277	7	6	11	0	-1	
7_6.21278	7	6	11	2	0	2+2/1;2+3/0
7_6.21279	7	6	11	2	0	2+2/1;2+3/0
7_6.2128	7	6	11	1	0	1+2/0
7_6.21280	7	6	11	0	-1	
7_6.21281	7	6	11	0	-1	
7_6.21282	7	6	11	0	-1	
7_6.21283	7	6	11	2	0	2+2/1;2+3/0
7_6.21284	7	6	11	2	0	2+2/1;2+3/0
7_6.21285	7	6	11	0	-1	
7_6.21286	7	6	11	0	-1	
7_6.21287	7	6	11	0	-1	
7_6.21288	7	6	11	0	-1	
7_6.21289	7	6	11	0	-1	
7_6.2129	7	6	11	1	0	1+2/0
7_6.21290	7	6	11	2	0	2+2/1;2+3/0
7_6.21291	7	6	11	2	0	2+2/1;2+3/0
7_6.21292	7	6	11	0	-1	
7_6.21293	7	6	11	2	0	2+2/1;2+3/0
7_6.21294	7	6	11	2	0	2+2/1;2+3/0
7_6.21295	7	6	11	2	0	2+2/1;2+3/0
7_6.21296	7	6	11	0	-1	
7_6.21297	7	6	11	0	-1	
7_6.21298	7	6	11	0	-1	
7_6.21299	7	6	11	2	0	2+2/1;2+3/0
7_6.213	7	6	11	2	1	2+2/1;4+4/1
7_6.2130	7	6	11	1	0	1+2/0
7_6.21300	7	6	11	2	0	2+2/1;2+3/0
7_6.21301	7	6	11	0	-1	
7_6.21302	7	6	11	0	-1	
7_6.21303	7	6	11	0	-1	
7_6.21304	7	6	11	2	0	2+2/1;2+3/0
7_6.21305	7	6	11	2	0	2+2/1;2+3/0
7_6.21306	7	6	11	0	-1	
7_6.21307	7	6	11	0	-1	
7_6.21308	7	6	11	0	-1	
7_6.21309	7	6	11	2	0	2+2/1;2+3/0
7_6.2131	7	6	11	1	0	1+2/0
7_6.21310	7	6	11	2	0	2+2/1;2+3/0
7_6.21311	7	6	11	0	-1	
7_6.21312	7	6	11	0	-1	
7_6.21313	7	6	11	0	-1	
7_6.21314	7	6	11	2	0	2+2/1;2+3/0
7_6.21315	7	6	11	2	0	2+2/1;2+3/0
7_6.21316	7	6	11	0	-1	
7_6.21317	7	6	11	0	-1	
7_6.21318	7	6	11	0	-1	
7_6.21319	7	6	11	2	0	2+2/1;2+3/0
7_6.2132	7	6	11	2	0	1+2/0;3+3/1
7_6.21320	7	6	11	2	0	2+2/1;2+3/0
7_6.21321	7	6	11	0	-1	
7_6.21322	7	6	11	0	-1	
7_6.21323	7	6	11	0	-1	
7_6.21324	7	6	11	2	0	2+2/1;2+3/0
7_6.21325	7	6	11	2	0	2+2/1;2+3/0
7_6.21326	7	6	11	0	-1	
7_6.21327	7	6	11	0	-1	
7_6.21328	7	6	11	0	-1	
7_6.21329	7	6	11	2	0	2+2/1;2+3/0
7_6.2133	7	6	11	2	0	1+2/0;3+3/1
7_6.21330	7	6	11	2	0	2+2/1;2+3/0
7_6.21331	7	6	11	0	-1	
7_6.21332	7	6	11	0	-1	
7_6.21333	7	6	11	0	-1	
7_6.21334	7	6	11	0	-1	
7_6.21335	7	6	11	0	-1	
7_6.21336	7	6	11	2	0	2+2/1;2+3/0
7_6.21337	7	6	11	2	0	2+2/1;2+3/0
7_6.21338	7	6	11	0	-1	
7_6.21339	7	6	11	2	0	2+2/1;2+3/0
7_6.2134	7	6	11	1	0	1+2/0
7_6.21340	7	6	11	2	0	2+2/1;2+3/0
7_6.21341	7	6	11	2	0	2+2/1;2+3/0
7_6.21342	7	6	11	0	-1	
7_6.21343	7	6	11	0	-1	
7_6.21344	7	6	11	0	-1	
7_6.21345	7	6	11	2	0	2+2/1;2+3/0
7_6.21346	7	6	11	2	0	2+2/1;2+3/0
7_6.21347	7	6	11	0	-1	
7_6.21348	7	6	11	0	-1	
7_6.21349	7	6	11	0	-1	
7_6.2135	7	6	11	1	0	1+2/0
7_6.21350	7	6	11	2	0	2+2/1;2+3/0
7_6.21351	7	6	11	2	0	2+2/1;2+3/0
7_6.21352	7	6	11	0	-1	
7_6.21353	7	6	11	0	-1	
7_6.21354	7	6	11	0	-1	
7_6.21355	7	6	11	2	0	2+2/1;2+3/0
7_6.21356	7	6	11	2	0	2+2/1;2+3/0
7_6.21357	7	6	11	0	-1	
7_6.21358	7	6	11	0	-1	
7_6.21359	7	6	11	0	-1	
7_6.2136	7	6	11	1	0	1+2/0
7_6.21360	7	6	11	2	0	2+2/1;2+3/0
7_6.21361	7	6	11	2	0	2+2/1;2+3/0
7_6.21362	7	6	11	0	-1	
7_6.21363	7	6	11	0	-1	
7_6.21364	7	6	11	0	-1	
7_6.21365	7	6	11	2	0	2+2/1;2+3/0
7_6.21366	7	6	11	2	0	2+2/1;2+3/0
7_6.21367	7	6	11	0	-1	
7_6.21368	7	6	11	0	-1	
7_6.21369	7	6	11	0	-1	
7_6.2137	7	6	11	1	0	1+2/0
7_6.21370	7	6	11	2	0	2+2/1;2+3/0
7_6.21371	7	6	11	2	0	2+2/1;2+3/0
7_6.21372	7	6	11	0	-1	
7_6.21373	7	6	11	0	-1	
7_6.21374	7	6	11	0	-1	
7_6.21375	7	6	11	2	0	2+2/1;2+3/0
7_6.21376	7	6	11	2	0	2+2/1;2+3/0
7_6.21377	7	6	11	0	-1	
7_6.21378	7	6	11	0	-1	
7_6.21379	7	6	11	0	-1	
7_6.2138	7	6	11	1	0	1+2/0
7_6.21380	7	6	11	2	0	2+2/1;2+3/0
7_6.21381	7	6	11	2	0	2+2/1;2+3/0
7_6.21382	7	6	11	0	-1	
7_6.21383	7	6	11	0	-1	
7_6.21384	7	6	11	0	-1	
7_6.21385	7	6	11	2	0	2+2/1;2+3/0
7_6.21386	7	6	11	2	0	2+2/1;2+3/0
7_6.21387	7	6	11	0	-1	
7_6.21388	7	6	11	0	-1	
7_6.21389	7	6	11	0	-1	
7_6.2139	7	6	11	1	0	1+2/0
7_6.21390	7	6	11	2	0	2+2/1;2+3/0
7_6.21391	7	6	11	2	0	2+2/1;2+3/0
7_6.21392	7	6	11	0	-1	
7_6.21393	7	6	11	0	-1	
7_6.21394	7	6	11	0	-1	
7_6.21395	7	6	11	2	0	2+2/1;2+3/0
7_6.21396	7	6	11	2	0	2+2/1;2+3/0
7_6.21397	7	6	11	0	-1	
7_6.21398	7	6	11	0	-1	
7_6.21399	7	6	11	0	-1	
7_6.214	7	6	11	3	0	2+2/1;2+3/0;4+4/1
7_6.2140	7	6	11	1	0	1+2/0
7_6.21400	7	6	11	2	0	2+2/1;2+3/0
7_6.21401	7	6	11	0	-1	
7_6.21402	7	6	11	2	0	2+2/1;2+3/0
7_6.21403	7	6	11	2	0	2+2/1;2+3/0
7_6.21404	7	6	11	0	-1	
7_6.21405	7	6	11	0	-1	
7_6.21406	7	6	11	2	0	2+2/1;2+3/0
7_6.21407	7	6	11	2	0	2+2/1;2+3/0
7_6.21408	7	6	11	0	-1	
7_6.21409	7	6	11	1	0	1+2/0
7_6.2141	7	6	11	3	0	1+2/0;5+5/1;6+6/1
7_6.21410	7	6	11	1	0	1+2/0
7_6.21411	7	6	11	1	0	1+2/0
7_6.21412	7	6	11	1	0	1+2/0
7_6.21413	7	6	11	1	0	1+2/0
7_6.21414	7	6	11	1	0	1+2/0
7_6.21415	7	6	11	1	0	1+2/0
7_6.21416	7	6	11	1	0	1+2/0
7_6.21417	7	6	11	1	0	1+2/0
7_6.21418	7	6	11	1	0	1+2/0
7_6.21419	7	6	11	1	0	1+2/0
7_6.2142	7	6	11	1	0	1+2/0
7_6.21420	7	6	11	1	0	1+2/0
7_6.21421	7	6	11	1	0	1+2/0
7_6.21422	7	6	11	1	0	1+2/0
7_6.21423	7	6	11	1	0	1+2/0
7_6.21424	7	6	11	1	0	1+2/0
7_6.21425	7	6	11	1	0	1+2/0
7_6.21426	7	6	11	1	0	1+2/0
7_6.21427	7	6	11	1	0	1+2/0
7_6.21428	7	6	11	2	0	1+2/0;3+3/1
7_6.21429	7	6	11	1	0	1+2/0
7_6.2143	7	6	11	2	0	1+2/0;3+3/1
7_6.21430	7	6	11	1	0	1+2/0
7_6.21431	7	6	11	1	0	1+2/0
7_6.21432	7	6	11	1	0	1+2/0
7_6.21433	7	6	11	1	0	1+2/0
7_6.21434	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21435	7	6	11	1	0	1+2/0
7_6.21436	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21437	7	6	11	1	0	1+2/0
7_6.21438	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21439	7	6	11	1	1	2+2/1
7_6.2144	7	6	11	2	0	1+2/0;3+3/1
7_6.21440	7	6	11	1	1	2+2/1
7_6.21441	7	6	11	1	1	2+2/1
7_6.21442	7	6	11	1	1	2+2/1
7_6.21443	7	6	11	2	0	2+2/1;2+3/0
7_6.21444	7	6	11	2	0	2+2/1;2+3/0
7_6.21445	7	6	11	2	0	2+2/1;2+3/0
7_6.21446	7	6	11	2	0	2+2/1;2+3/0
7_6.21447	7	6	11	2	0	2+2/1;2+3/0
7_6.21448	7	6	11	2	0	2+2/1;2+3/0
7_6.21449	7	6	11	1	1	2+2/1
7_6.2145	7	6	11	1	0	1+2/0
7_6.21450	7	6	11	1	1	2+2/1
7_6.21451	7	6	11	2	0	2+2/1;2+3/0
7_6.21452	7	6	11	2	0	2+2/1;2+3/0
7_6.21453	7	6	11	2	0	2+2/1;2+3/0
7_6.21454	7	6	11	2	0	2+2/1;2+3/0
7_6.21455	7	6	11	2	0	2+2/1;2+3/0
7_6.21456	7	6	11	2	0	2+2/1;2+3/0
7_6.21457	7	6	11	1	1	2+2/1
7_6.21458	7	6	11	1	1	2+2/1
7_6.21459	7	6	11	2	0	2+2/1;2+3/0
7_6.2146	7	6	11	1	0	1+2/0
7_6.21460	7	6	11	2	0	2+2/1;2+3/0
7_6.21461	7	6	11	2	0	2+2/1;2+3/0
7_6.21462	7	6	11	1	1	2+2/1
7_6.21463	7	6	11	1	1	2+2/1
7_6.21464	7	6	11	1	1	2+2/1
7_6.21465	7	6	11	1	1	2+2/1
7_6.21466	7	6	11	2	0	2+2/1;2+3/0
7_6.21467	7	6	11	2	0	2+2/1;2+3/0
7_6.21468	7	6	11	2	0	2+2/1;2+3/0
7_6.21469	7	6	11	2	0	2+2/1;2+3/0
7_6.2147	7	6	11	1	0	1+2/0
7_6.21470	7	6	11	2	0	2+2/1;2+3/0
7_6.21471	7	6	11	1	1	2+2/1
7_6.21472	7	6	11	1	1	2+2/1
7_6.21473	7	6	11	1	1	2+2/1
7_6.21474	7	6	11	1	1	2+2/1
7_6.21475	7	6	11	2	0	2+2/1;2+3/0
7_6.21476	7	6	11	2	0	2+2/1;2+3/0
7_6.21477	7	6	11	2	0	2+2/1;2+3/0
7_6.21478	7	6	11	2	0	2+2/1;2+3/0
7_6.21479	7	6	11	2	0	2+2/1;2+3/0
7_6.2148	7	6	11	1	0	1+2/0
7_6.21480	7	6	11	2	0	2+2/1;2+3/0
7_6.21481	7	6	11	2	0	2+2/1;2+3/0
7_6.21482	7	6	11	1	1	2+2/1
7_6.21483	7	6	11	2	0	2+2/1;2+3/0
7_6.21484	7	6	11	2	0	2+2/1;2+3/0
7_6.21485	7	6	11	2	0	2+2/1;2+3/0
7_6.21486	7	6	11	2	0	2+2/1;2+3/0
7_6.21487	7	6	11	1	1	2+2/1
7_6.21488	7	6	11	1	1	2+2/1
7_6.21489	7	6	11	2	0	2+2/1;2+3/0
7_6.2149	7	6	11	1	0	1+2/0
7_6.21490	7	6	11	2	0	2+2/1;2+3/0
7_6.21491	7	6	11	1	1	2+2/1
7_6.21492	7	6	11	1	1	2+2/1
7_6.21493	7	6	11	1	1	2+2/1
7_6.21494	7	6	11	1	1	2+2/1
7_6.21495	7	6	11	1	1	2+2/1
7_6.21496	7	6	11	1	1	2+2/1
7_6.21497	7	6	11	1	1	2+2/1
7_6.21498	7	6	11	1	1	2+2/1
7_6.21499	7	6	11	1	1	2+2/1
7_6.215	7	6	11	5	0	2+2/1;2+3/0;3+3/1;3+4/0;4+4/1
7_6.2150	7	6	11	1	0	1+2/0
7_6.21500	7	6	11	1	1	2+2/1
7_6.21501	7	6	11	1	1	2+2/1
7_6.21502	7	6	11	1	1	2+2/1
7_6.21503	7	6	11	1	1	2+2/1
7_6.21504	7	6	11	1	1	2+2/1
7_6.21505	7	6	11	1	1	2+2/1
7_6.21506	7	6	11	1	1	2+2/1
7_6.21507	7	6	11	2	0	2+2/1;2+3/0
7_6.21508	7	6	11	2	0	2+2/1;2+3/0
7_6.21509	7	6	11	2	0	2+2/1;2+3/0
7_6.2151	7	6	11	1	0	1+2/0
7_6.21510	7	6	11	2	0	2+2/1;2+3/0
7_6.21511	7	6	11	1	1	2+2/1
7_6.21512	7	6	11	1	0	1+2/0
7_6.21513	7	6	11	1	0	1+2/0
7_6.21514	7	6	11	2	0	1+2/0;3+3/1
7_6.21515	7	6	11	2	0	1+2/0;3+3/1
7_6.21516	7	6	11	1	0	1+2/0
7_6.21517	7	6	11	1	0	1+2/0
7_6.21518	7	6	11	1	0	1+2/0
7_6.21519	7	6	11	2	0	1+2/0;3+3/1
7_6.2152	7	6	11	4	0	1+2/0;5+5/1;5+6/0;6+6/1
7_6.21520	7	6	11	2	0	1+2/0;3+3/1
7_6.21521	7	6	11	1	0	1+2/0
7_6.21522	7	6	11	1	0	1+2/0
7_6.21523	7	6	11	1	0	1+2/0
7_6.21524	7	6	11	2	0	1+2/0;3+3/1
7_6.21525	7	6	11	2	0	1+2/0;3+3/1
7_6.21526	7	6	11	1	0	1+2/0
7_6.21527	7	6	11	1	0	1+2/0
7_6.21528	7	6	11	1	0	1+2/0
7_6.21529	7	6	11	2	0	1+2/0;3+3/1
7_6.2153	7	6	11	1	0	1+2/0
7_6.21530	7	6	11	2	0	1+2/0;3+3/1
7_6.21531	7	6	11	1	0	1+2/0
7_6.21532	7	6	11	1	0	1+2/0
7_6.21533	7	6	11	1	0	1+2/0
7_6.21534	7	6	11	2	0	1+2/0;3+3/1
7_6.21535	7	6	11	2	0	1+2/0;3+3/1
7_6.21536	7	6	11	1	0	1+2/0
7_6.21537	7	6	11	1	0	1+2/0
7_6.21538	7	6	11	1	0	1+2/0
7_6.21539	7	6	11	1	0	1+2/0
7_6.2154	7	6	11	1	0	1+2/0
7_6.21540	7	6	11	1	0	1+2/0
7_6.21541	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21542	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21543	7	6	11	1	0	1+2/0
7_6.21544	7	6	11	1	0	1+2/0
7_6.21545	7	6	11	1	0	1+2/0
7_6.21546	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21547	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21548	7	6	11	1	0	1+2/0
7_6.21549	7	6	11	1	0	1+2/0
7_6.2155	7	6	11	1	0	1+2/0
7_6.21550	7	6	11	1	0	1+2/0
7_6.21551	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21552	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21553	7	6	11	1	0	1+2/0
7_6.21554	7	6	11	1	0	1+2/0
7_6.21555	7	6	11	1	0	1+2/0
7_6.21556	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21557	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21558	7	6	11	1	0	1+2/0
7_6.21559	7	6	11	4	0	1+2/0;3+3/1;3+4/0;4+4/1
7_6.2156	7	6	11	2	0	1+2/0;3+3/1
7_6.21560	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21561	7	6	11	2	0	1+2/0;4+4/1
7_6.21562	7	6	11	1	0	1+2/0
7_6.21563	7	6	11	1	0	1+2/0
7_6.21564	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21565	7	6	11	3	0	1+2/0;3+3/1;3+4/0
7_6.21566	7	6	11	1	0	1+2/0
7_6.21567	7	6	11	1	0	1+2/0
7_6.21568	7	6	11	2	0	1+2/0;3+3/1
7_6.21569	7	6	11	1	0	1+2/0
7_6.2157	7	6	11	2	0	1+2/0;3+3/1
7_6.21570	7	6	11	1	0	1+2/0
7_6.21571	7	6	11	2	0	1+2/0;3+3/1
7_6.21572	7	6	11	1	0	1+2/0
7_6.21573	7	6	11	1	0	1+2/0
7_6.21574	7	6	11	1	0	1+2/0
7_6.21575	7	6	11	2	0	1+2/0;3+3/1
7_6.21576	7	6	11	2	0	1+2/0;3+3/1
7_6.21577	7	6	11	1	0	1+2/0
7_6.21578	7	6	11	1	0	1+2/0
7_6.21579	7	6	11	1	0	1+2/0
7_6.2158	7	6	11	2	0	1+2/0;3+3/1
7_6.21580	7	6	11	1	0	1+2/0
7_6.21581	7	6	11	2	0	1+2/0;4+4/1
7_6.21582	7	6	11	1	0	1+2/0
7_6.21583	7	6	11	1	0	1+2/0
7_6.21584	7	6	11	2	0	1+2/0;3+3/1
7_6.21585	7	6	11	2	0	1+2/0;3+3/1
7_6.21586	7	6	11	1	0	1+2/0
7_6.21587	7	6	11	2	0	1+2/0;2+2/1
7_6.21588	7	6	11	2	0	1+2/0;2+2/1
7_6.21589	7	6	11	2	0	1+2/0;2+2/1
7_6.2159	7	6	11	2	0	1+2/0;3+3/1
7_6.21590	7	6	11	2	0	1+2/0;2+2/1
7_6.21591	7	6	11	2	0	1+2/0;2+2/1
7_6.21592	7	6	11	2	0	1+2/0;2+2/1
7_6.21593	7	6	11	2	0	1+2/0;2+2/1
7_6.21594	7	6	11	2	0	1+2/0;2+2/1
7_6.21595	7	6	11	3	0	1+2/0;2+2/1;3+3/1
7_6.21596	7	6	11	2	0	1+2/0;2+2/1
7_6.21597	7	6	11	3	0	1+2/0;2+2/1;4+4/1
7_6.21598	7	6	11	5	0	1+2/0;2+2/1;3+3/1;3+4/0;4+4/1
7_6.21599	7	6	11	3	0	1+2/0;2+2/1;4+4/1
7_6.216	7	6	11	3	0	2+2/1;2+3/0;3+3/1
7_6.2160	7	6	11	1	0	1+2/0
7_6.21600	7	6	11	4	0	1+2/0;3+3/1;3+4/0;4+4/1
7_6.21601	7	6	11	2	0	1+2/0;4+4/1
7_6.21602	7	6	11	4	0	1+2/0;3+3/1;3+4/0;4+4/1
7_6.21603	7	6	11	2	0	1+2/0;4+4/1
7_6.21604	7	6	11	4	0	1+2/0;3+3/1;3+4/0;4+4/1
7_6.21605	7	6	11	2	0	1+2/0;4+4/1
7_6.21606	7	6	11	1	0	1+2/0
7_6.21607	7	6	11	1	0	1+2/0
7_6.21608	7	6	11	1	0	1+2/0
7_6.21609	7	6	11	1	0	1+2/0
7_6.2161	7	6	11	1	0	1+2/0
7_6.21610	7	6	11	1	0	1+2/0
7_6.21611	7	6	11	1	0	1+2/0
7_6.21612	7	6	11	2	0	1+2/0;2+2/1
7_6.21613	7	6	11	2	0	1+2/0;2+2/1
7_6.21614	7	6	11	2	0	1+2/0;2+2/1
7_6.21615	7	6	11	1	1	2+2/1
7_6.21616	7	6	11	1	1	2+2/1
7_6.21617	7	6	11	1	1	2+2/1
7_6.21618	7	6	11	2	0	2+2/1;2+3/0
7_6.21619	7	6	11	2	0	2+2/1;2+3/0
7_6.2162	7	6	11	2	0	1+2/0;3+3/1
7_6.21620	7	6	11	2	0	2+2/1;2+3/0
7_6.21621	7	6	11	2	0	2+2/1;2+3/0
7_6.21622	7	6	11	2	0	2+2/1;2+3/0
7_6.21623	7	6	11	2	0	2+2/1;2+3/0
7_6.21624	7	6	11	2	0	2+2/1;2+3/0
7_6.21625	7	6	11	2	0	2+2/1;2+3/0
7_6.21626	7	6	11	1	1	2+2/1
7_6.21627	7	6	11	2	0	2+2/1;2+3/0
7_6.21628	7	6	11	1	1	2+2/1
7_6.21629	7	6	11	1	1	2+2/1
7_6.2163	7	6	11	4	0	1+2/0;3+3/1;5+5/1;5+6/0
7_6.21630	7	6	11	1	1	2+2/1
7_6.21631	7	6	11	2	0	2+2/1;2+3/0
7_6.21632	7	6	11	2	0	2+2/1;2+3/0
7_6.21633	7	6	11	1	0	1+2/0
7_6.21634	7	6	11	1	0	1+2/0
7_6.21635	7	6	11	1	0	1+2/0
7_6.21636	7	6	11	1	0	1+2/0
7_6.21637	7	6	11	2	0	1+2/0;3+3/1
7_6.21638	7	6	11	1	0	1+2/0
7_6.21639	7	6	11	1	0	1+2/0
7_6.2164	7	6	11	2	0	1+2/0;3+3/1
7_6.21640	7	6	11	1	0	1+2/0
7_6.21641	7	6	11	1	0	1+2/0
7_6.21642	7	6	11	1	0	1+2/0
7_6.21643	7	6	11	0	-1	
7_6.21644	7	6	11	0	-1	
7_6.21645	7	6	11	0	-1	
7_6.21646	7	6	11	0	-1	
7_6.21647	7	6	11	0	-1	
7_6.21648	7	6	11	0	-1	
7_6.21649	7	6	11	2	0	2+2/1;2+3/0
7_6.2165	7	6	11	2	0	1+2/0;3+3/1
7_6.21650	7	6	11	2	0	2+2/1;2+3/0
7_6.21651	7	6	11	2	0	2+2/1;2+3/0
7_6.21652	7	6	11	2	0	2+2/1;2+3/0
7_6.21653	7	6	11	2	0	2+2/1;2+3/0
7_6.21654	7	6	11	2	0	2+2/1;2+3/0
7_6.21655	7	6	11	2	0	2+2/1;2+3/0
7_6.21656	7	6	11	2	0	2+2/1;2+3/0
7_6.21657	7	6	11	2	0	2+2/1;2+3/0
7_6.21658	7	6	11	2	0	2+2/1;2+3/0
7_6.21659	7	6	11	2	0	2+2/1;2+3/0
7_6.2166	7	6	11	2	0	1+2/0;3+3/1
7_6.21660	7	6	11	2	0	2+2/1;2+3/0
7_6.21661	7	6	11	2	0	2+2/1;2+3/0
7_6.21662	7	6	11	2	0	2+2/1;2+3/0
7_6.21663	7	6	11	2	0	2+2/1;2+3/0
7_6.21664	7	6	11	2	0	2+2/1;2+3/0
7_6.21665	7	6	11	2	0	2+2/1;2+3/0
7_6.21666	7	6	11	2	0	2+2/1;2+3/0
7_6.21667	7	6	11	2	0	2+2/1;2+3/0
7_6.21668	7	6	11	2	0	2+2/1;2+3/0
7_6.21669	7	6	11	0	-1	
7_6.2167	7	6	11	1	0	1+2/0
7_6.21670	7	6	11	0	-1	
7_6.21671	7	6	11	0	-1	
7_6.21672	7	6	11	2	0	2+2/1;2+3/0
7_6.21673	7	6	11	2	0	2+2/1;2+3/0
7_6.21674	7	6	11	0	-1	
7_6.21675	7	6	11	0	-1	
7_6.21676	7	6	11	2	0	2+2/1;2+3/0
7_6.21677	7	6	11	2	0	2+2/1;2+3/0
7_6.21678	7	6	11	2	0	2+2/1;2+3/0
